name,price,original_price,discount,model,brand,availability,rating,review_count,image_url,product_url,specifications,category,subcategory,description
"HP 15-fd1110TU Core 3 100U 15.6"" FHD Laptop","63,800৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fd1110tu/15-fd1110tu-01-228x228.webp,https://www.startech.com.bd/hp-15-fd1110tu-core-3-100u-fhd-laptop,{},All Laptop,HP,
"HP 15-fc0229AU Ryzen 5 7520U 15.6"" FHD Laptop","59,500৳65,500৳","65,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fc0229au/15-fc0229au-01-228x228.webp,https://www.startech.com.bd/hp-15-fc0229au-ryzen-5-fhd-laptop,{},All Laptop,HP,
"HP 15-fd0268TU Core i5 13th Gen 15.6"" FHD Laptop with Original Windows & Office","70,000৳72,800৳","72,800৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fd0204tu/15-fd0204tu-01-228x228.webp,https://www.startech.com.bd/hp-15-fd0268tu-core-i5-13th-gen-laptop,{},All Laptop,HP,
"HP 15-fc0170AU Ryzen 7 7730U 15.6"" FHD Laptop","72,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fc0266au/15-fc0266au-01-228x228.webp,https://www.startech.com.bd/hp-15-fc0170au-laptop,{},All Laptop,HP,
"HP 14-ep0200TU Core i5 13th Gen 14"" FHD Laptop With Backlit Keyboard","70,000৳74,000৳","74,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/14-ep0160tu/14-ep0160tu-01-228x228.webp,https://www.startech.com.bd/hp-14-ep0200tu-core-i5-13th-gen-laptop,{},All Laptop,HP,
"HP 15-fd1112TU Intel Core 5 120U 15.6"" FHD Laptop","75,000৳76,500৳","76,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fd1112tu/15-fd1112tu-01-228x228.webp,https://www.startech.com.bd/hp-15-fd1112tu-intel-core-5-120u-fhd-laptop,{},All Laptop,HP,
"HP 15-fd1113TU Intel Core 5 120U 15.6"" FHD Laptop","76,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fd1113tu/15-fd1113tu-01-228x228.webp,https://www.startech.com.bd/hp-15-fd1113tu-intel-core-5-120u-fhd-laptop,{},All Laptop,HP,
"HP 15-fd1191TU Intel Core 5 120U 15.6"" FHD Laptop","80,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fd1113tu/15-fd1113tu-01-228x228.webp,https://www.startech.com.bd/hp-15-fd1191tu-laptop,{},All Laptop,HP,
"HP ProBook 440 G10 Core i5 13th Gen 14"" FHD Laptop","93,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/probook-440-g10/probook-440-g10-01-228x228.webp,https://www.startech.com.bd/hp-probook-440-g10-core-i5-13th-gen-laptop,{},All Laptop,HP,
"HP ProBook 450 G10 Core i5 13th Gen 15.6"" FHD Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/probook-450-g10/probook-450-g10-01-228x228.webp,https://www.startech.com.bd/hp-probook-450-g10-core-i5-13th-gen-laptop,{},All Laptop,HP,
"HP ProBook 440 G11 Core Ultra 5 14"" FHD Laptop","90,000৳93,500৳","93,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/probook-440-g11/probook-440-g11-1-228x228.webp,https://www.startech.com.bd/hp-probook-440-g11-laptop,{},All Laptop,HP,
Acer Aspire 3 A325-45 Celeron N4500 15.6 Inch HD Laptop,"32,000৳34,500৳","34,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-3-a325-45/aspire-3-a325-45-228x228.webp,https://www.startech.com.bd/acer-aspire-3-a325-45-celeron-n4500-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-41 AMD Ryzen 3 5300U 15.6"" FHD Laptop","45,500৳47,500৳","47,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-41-0/aspire-lite-al15-41-1-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-41-ryzen-3-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-52 Core i3 12th Gen 16GB RAM 15.6"" FHD Laptop","51,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-52/aspire-lite-al15-52-01-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-52-core-i3-12th-gen-16gb-ram-fhd-laptop,{},All Laptop,Acer,
"Acer Aspire 3 A325-53 Core i3 13th Gen 15.6"" FHD Laptop","53,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-3-a325-53/aspire-3-a325-53-01-228x228.webp,https://www.startech.com.bd/acer-aspire-3-a325-53-core-i3-laptop,{},All Laptop,Acer,
"Acer TravelLite TL14-52M Core i3 13th Gen 8GB RAM 512GB Storage 14"" FHD Laptop","56,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/travellite-tl14-52m/travellite-tl14-52m-01-228x228.webp,https://www.startech.com.bd/acer-travellite-tl14-52m-core-i3-13th-gen-14-inch-fhd-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-41 AMD Ryzen 5 5500U 15.6"" FHD Laptop","56,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-51-core-i5/aspire-lite-al15-51-core-i5-03-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-41-amd-ryzen-5-5500u-15-6-fhd-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-41 AMD Ryzen 5 5625U 15.6"" FHD Laptop","56,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-41/aspire-lite-al15-41-01-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-41-ryzen-5-5625u-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-41 AMD Ryzen 5 7430U 15.6"" FHD Laptop","55,000৳58,500৳","58,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-41/aspire-lite-al15-41-01-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-41-ryzen-5-laptop,{},All Laptop,Acer,
"Acer Aspire 3 A325-53 Core i5 13th Gen 15.6"" FHD Laptop","64,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-3-a325-53/aspire-3-a325-53-01-228x228.webp,https://www.startech.com.bd/acer-aspire-3-a325-53-core-i5-laptop,{},All Laptop,Acer,
"Acer TravelMate P2 TMP215-54 Core i5 12th Gen 15.6"" FHD Laptop","66,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/travelmate-p2-tmp215-54/travelmate-p2-tmp215-54-01-228x228.webp,https://www.startech.com.bd/acer-travelmate-p2-tmp215-54-laptop,{},All Laptop,Acer,
"Acer TravelMate TMP214-54 Core i5 12th Gen 14"" FHD Laptop","66,800৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/tmp214-54/tmp214-54-01-228x228.webp,https://www.startech.com.bd/acer-travelmate-tmp214-54-core-i5-12th-gen-laptop,{},All Laptop,Acer,
"Acer TravelLite TL14-52M Core i5 13th Gen 8GB RAM 512GB Storage 14"" FHD Laptop","75,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/travellite-tl14-52m/travellite-tl14-52m-01-228x228.webp,https://www.startech.com.bd/acer-travellite-tl14-52m-core-i5-13th-gen-14-inch-fhd-laptop,{},All Laptop,Acer,
"Acer Aspire Vero AV14-52P Core i5 13th Gen 14"" FHD Laptop","94,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-vero-av14-52p/aspire-vero-av14-52p-01-228x228.webp,https://www.startech.com.bd/acer-aspire-vero-av14-52p-i5-13th-14-inch-laptop,{},All Laptop,Acer,
"Acer Nitro V 15 ANV15-51 Core i5 13th Gen 15.6"" FHD Gaming Laptop","125,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/nitro-v-15-anv15-51-0/nitro-v-15-anv15-51-228x228.webp,https://www.startech.com.bd/acer-nitro-v-15-anv15-51-core-i5-gaming-laptop,{},All Laptop,Acer,
"Acer Swift Go 14 SFG14-73 Core Ultra 5 125H 14"" WQXGA+ OLED AI Laptop","121,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/swift-go-14-sfg14-73t/swift-go-14-sfg14-73t-01-228x228.webp,https://www.startech.com.bd/acer-swift-go-14-sfg14-73-core-ultra-5-ai-laptop,{},All Laptop,Acer,
"Acer Swift Go 14 SFG14-73T Core Ultra 7 155H 16GB RAM 1TB SSD 14"" WUXGA Touch Laptop","141,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/swift-go-14-sfg14-73t/swift-go-14-sfg14-73t-01-228x228.webp,https://www.startech.com.bd/acer-swift-go-14-sfg14-73t-core-ultra-7-155h-14-inch-wuxga-laptop,{},All Laptop,Acer,
"Acer Swift Go 14 SFG14-73 Core Ultra 7 155H 14"" WQXGA+ OLED AI Laptop","148,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/swift-go-14-sfg14-73t/swift-go-14-sfg14-73t-01-228x228.webp,https://www.startech.com.bd/acer-swift-go-14-sfg14-73-core-ultra-7-laptop,{},All Laptop,Acer,
"Acer Predator Helios Neo 16 PH16-72-74W1 Core i7 14th Gen 16"" Gaming Laptop","205,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/ph16-71-i7/ph16-71-i7-228x228.webp,https://www.startech.com.bd/acer-predator-helios-neo-16-ph16-72-74w1-i7-14th-gen-gaming-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-52 Core i3 12th Gen 15.6"" FHD Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-52/aspire-lite-al15-52-01-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-52-core-i3-12th-gen-laptop,{},All Laptop,Acer,
"Acer Aspire Lite AL15-52 Core i5 12th Gen 15.6"" FHD Laptop With Backlit Keyboard",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/aspire-lite-al15-52/aspire-lite-al15-52-01-228x228.webp,https://www.startech.com.bd/acer-aspire-lite-al15-52-core-i5-12th-gen-laptop,{},All Laptop,Acer,
"Gigabyte A16 GA6H Core i7 13th Gen 16"" FHD+ WUXGA Nvidia RTX 5050 Gaming Laptop","145,000৳154,000৳","154,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/gaming-a16-ga6h-cmh/gaming-a16-cmh-01-228x228.webp,https://www.startech.com.bd/gigabyte-gaming-a16-ga6h-cmh-core-i7-laptop,{},Gaming Laptop,,
"MSI Thin 15 B13UC Core i5 13th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop","89,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-15-b13ve/thin-15-b13vethin-15-b13ve-01-228x228.webp,https://www.startech.com.bd/msi-thin-15-b13uc-core-i5-13th-gen-rtx-3050-fhd-gaming-laptop,{},Gaming Laptop,,
"Asus TUF Gaming A15 FA506NFR Ryzen 7 7435HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","95,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/tuf-gaming-a15-fa506nf/tuf-gaming-a15-fa506nf-front-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a15-fa506nfr-ryzen-7-gaming-laptop,{},Gaming Laptop,,
"HP Victus Gaming 15-fb1053AX Ryzen 5-7535HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","98,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fb1053ax/15-fb1053ax-01-228x228.webp,https://www.startech.com.bd/hp-victus-gaming-15-fb1053ax-ryzen-5-7535hs-gaming-laptop,{},Gaming Laptop,,
"Lenovo LOQ 15IAX9 Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop","99,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15iax9/loq-15iax9-01-228x228.webp,https://www.startech.com.bd/lenovo-loq-15iax9-i5-12th-gen-gaming-laptop,{},Gaming Laptop,,
"MSI Thin 15 B13VE Core i5 13th Gen RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","102,900৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-15-b13ve/thin-15-b13vethin-15-b13ve-01-228x228.webp,https://www.startech.com.bd/msi-thin-15-b13ve-i5-13th-gen-gaming-laptop,{},Gaming Laptop,,
"MSI Thin A15 B7UC Ryzen 5 7535HS RTX 3050 4GB GDDR6 Graphics 15.6"" FHD Gaming Laptop","95,000৳105,000৳","105,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-15-b13ve/thin-15-b13vethin-15-b13ve-01-228x228.webp,https://www.startech.com.bd/msi-thin-a15-b7uc-ryzen-5-7535hs-laptop,{},Gaming Laptop,,
Asus TUF Gaming A15 FA506NCR Ryzen 7 7435HS RTX 3050 4GB Graphics (Up To 75W TGP) Gaming Laptop,"103,500৳107,000৳","107,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/tuf-gaming-a15-fa506nc/tuf-gaming-a15-fa506nc-front-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a15-fa506ncr-ryzen-7-gaming-laptop,{},Gaming Laptop,,
"ASUS TUF Gaming F16 FX607VB Core 5 210H RTX 3050A 4GB Graphics 16"" WUXGA Gaming Laptop","112,000৳115,800৳","115,800৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/fx607vb-rl012w/fx607vb-rl012w-01-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-f16-fx607vb-core-5-210h-gaming-laptop,{},Gaming Laptop,,
"Acer Nitro V 15 ANV15-51 Core i5 13th Gen 15.6"" FHD Gaming Laptop","125,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/acer/nitro-v-15-anv15-51-0/nitro-v-15-anv15-51-228x228.webp,https://www.startech.com.bd/acer-nitro-v-15-anv15-51-core-i5-gaming-laptop,{},Gaming Laptop,,
"Gigabyte G5 MF5 Core i7 13th Gen RTX 4050 6GB Graphics 512GB SSD 15.6"" FHD 144Hz Gaming Laptop","129,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g5-mf5/g5-mf5-01-228x228.webp,https://www.startech.com.bd/gigabyte-g5-mf5-gaming-laptop,{},Gaming Laptop,,
"HP Victus 16-r1237TX Core i5 14th Gen RTX 3050 6GB Graphics 16"" FHD Gaming Laptop","130,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-16-r1237tx/victus-16-r1237tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-16-r1237tx-gaming-laptop,{},Gaming Laptop,,
"Gigabyte G5 MF5 Core i7 13th Gen RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop","134,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g5-mf5/g5-mf5-01-228x228.webp,https://www.startech.com.bd/gigabyte-g5-mf5-core-i7-13th-gen-laptop,{},Gaming Laptop,,
"Gigabyte G6 MF Core i7 13th Gen RTX 4050 6GB Graphics 16"" WUXGA 165Hz Gaming Laptop","134,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g6-mf/g6-mf-01-228x228.webp,https://www.startech.com.bd/gigabyte-g6-mf-gaming-laptop,{},Gaming Laptop,,
"Gigabyte G6 MF Core i7 13th Gen RTX 4050 6GB Graphics 16"" Gaming Laptop","138,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g6-mf/g6-mf-01-228x228.webp,https://www.startech.com.bd/gigabyte-g6-mf-core-i7-gaming-laptop,{},Gaming Laptop,,
"MSI Thin A15 B7VE Ryzen 7 7735HS RTX 4050 6GB GDDR6 Graphics 15.6"" FHD Gaming Laptop","135,000৳140,000৳","140,000৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/msi/thin-a15-b7ve/thin-a15-b7ve-1-228x228.webp,https://www.startech.com.bd/msi-thin-a15-b7ve-ryzen-7-7735hs-laptop,{},Gaming Laptop,,
"HP Victus Gaming 15-fa1251TX Core i7 13th Gen RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop","143,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-15-fa0157tx/victus-15-fa0157tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-gaming-15-fa1251tx-core-i7-13th-gen-gaming-laptop,{},Gaming Laptop,,
"Asus TUF Gaming A15 FA507NUR Ryzen 7 7435HS RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop","140,000৳143,500৳","143,500৳",,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/fa507nur/a15-fa507nur-00001-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a15-fa507nur-ryzen-7-gaming-laptop,{},Gaming Laptop,,
"ASUS TUF Gaming A16 FA617NSR Advantage Edition Ryzen 7 7435HS RX 7600S 8GB Graphics 16"" WUXGA Gaming Laptop","144,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/asus/tuf-gaming-a16-fa617nsr/tuf-gaming-a16-fa617nsr-01-228x228.webp,https://www.startech.com.bd/asus-tuf-gaming-a16-fa617nsr-ryzen-7-7435hs-rx-7600s-8gb-gaming-laptop,{},Gaming Laptop,,
"Gigabyte G6 KF Core i7 13th Gen RTX 4060 8GB Graphics 16"" WUXGA 165Hz Gaming Laptop","144,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/gigabyte/g6-kf/g6-kf-01-228x228.webp,https://www.startech.com.bd/gigabyte-g6-kf-core-i7-13-gen-gaming-laptop,{},Gaming Laptop,,
"HP Victus Gaming 15-fb1053AX Ryzen 5-7535HS RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop","98,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/15-fb1053ax/15-fb1053ax-01-228x228.webp,https://www.startech.com.bd/hp-victus-gaming-15-fb1053ax-ryzen-5-7535hs-gaming-laptop,{},Gaming Laptop,HP,
"HP Victus 16-r1237TX Core i5 14th Gen RTX 3050 6GB Graphics 16"" FHD Gaming Laptop","130,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-16-r1237tx/victus-16-r1237tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-16-r1237tx-gaming-laptop,{},Gaming Laptop,HP,
"HP Victus Gaming 15-fa1251TX Core i7 13th Gen RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop","143,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-15-fa0157tx/victus-15-fa0157tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-gaming-15-fa1251tx-core-i7-13th-gen-gaming-laptop,{},Gaming Laptop,HP,
"HP Victus 15-fb2132AX Ryzen 7 8845HS RTX 3050 6GB Graphics 15.6"" FHD Gaming Laptop","153,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-15-fb2132ax/victus-15-fb2132ax-01-228x228.webp,https://www.startech.com.bd/hp-victus-15-fb2132ax-gaming-laptop,{},Gaming Laptop,HP,
"HP Victus 16-r1241TX Core i7 14th Gen RTX 4060 8GB Graphics 16"" FHD Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/victus-16-r1241tx/victus-16-r1241tx-01-228x228.webp,https://www.startech.com.bd/hp-victus-16-r1241tx-gaming-laptop,{},Gaming Laptop,HP,
"HP OMEN 16-wf1156TX Core i9 14th Gen RTX 4070 8GB Graphics 16.1"" QHD 240Hz Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/hp-laptop/omen-16-wf1155tx/omen-16-wf1155tx-01-228x228.webp,https://www.startech.com.bd/hp-omen-16-wf1156tx-core-i9-14-gen-gaming-laptop,{},Gaming Laptop,HP,
"Lenovo LOQ 15IAX9 Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop","99,500৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15iax9/loq-15iax9-01-228x228.webp,https://www.startech.com.bd/lenovo-loq-15iax9-i5-12th-gen-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3060 6GB Graphics 16"" 2.5K 165Hz Gaming Laptop","165,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-slim-7i/legion-slim-7i-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-slim-7i-i7-12th-gen-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 5 15IRX10 Core i7 14th Gen RTX 5050 8GB Graphics 15.1"" WQXGA 165Hz Gaming Laptop","190,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-5-15irx10/legion-5-15irx10-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-5-15irx10-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 5 15IRX10 Core i7 14th Gen RTX 5050 8GB Graphics 15.1"" WQXGA Gaming Laptop With RGB Backlit Keyboard","200,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-5-15irx10/legion-5-15irx10-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-5-15irx10-14th-gen-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 5 15IRX10 Core i7 14th Gen RTX 5060 8GB Graphics 15.1"" WQXGA Gaming Laptop","204,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-5-15irx10/legion-5-15irx10-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-5-15irx10-rtx-5060-8gb-graphics-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 5 15IRX10 Core i7 14th Gen RTX 5070 8GB Graphics 15.1"" WQXGA Gaming Laptop","230,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-5-15irx10/legion-5-15irx10-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-5-15irx10-rtx-5070-8gb-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 5 15IRX10 Core i9 14th Gen RTX 5070 8GB Graphics 15.1"" WQXGA Gaming Laptop","255,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-5-15irx10/legion-5-15irx10-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-5-15irx10-core-i9-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 5 15IRX10 Core i9 14th Gen 32GB RAM RTX 5070 8GB Graphics 15.1"" WQXGA Gaming Laptop","295,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-5-15irx10/legion-5-15irx10-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-5-15irx10-core-i9-32gb-ram-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion Pro 7 16IRX9H Core i9 14th Gen RTX 4080 12GB Graphics 16"" WQXGA 240Hz Gaming Laptop","450,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-pro-7-16irx9h-/legion-pro-7-16irx9h-001-228x228.webp,https://www.startech.com.bd/lenovo-legion-pro-7-16irx9h-core-i9-14th-gen-1tb-ssd-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 9 16IRX9 Core i9 14th Gen RTX 4080 12GB Graphics 16"" 3.2K 165Hz Gaming Laptop","495,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-9-16irx9/legion-9-16irx9-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-9-16irx9-core-i9-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo Legion 9 16IRX9 Core i9 14th Gen RTX 4090 16GB Graphics 16"" 3.2K 165Hz Gaming Laptop","515,000৳",,,,,N/A,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/legion-9-16irx9/legion-9-16irx9-01-228x228.webp,https://www.startech.com.bd/lenovo-legion-9-16irx9-rtx-4090-16gb-laptop,{},Gaming Laptop,Lenovo,
"Lenovo LOQ 15IAX9E Core i5 12th Gen RTX 2050 4GB Graphics 15.6"" FHD Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15iax9e/loq-15iax9e-01-228x228.webp,https://www.startech.com.bd/lenovo-loq-15iax9e-i5-12th-gen-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo LOQ 15ARP9 Ryzen 7 7435HS AI Integrated RTX 4050 6GB Graphics 15.6"" FHD Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15ahp9/loq-15ahp9-10-228x228.webp,https://www.startech.com.bd/lenovo-loq-15arp9-ryzen-7-7435hs-15-6-inch-fhd-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo LOQ 15AHP9 Ryzen 5 8645HS AI Integrated RTX 4050 6GB Graphics 15.6"" Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15ahp9/loq-15ahp9-10-228x228.webp,https://www.startech.com.bd/lenovo-loq-15ahp9-ryzen-5-8645hs-laptop,{},Gaming Laptop,Lenovo,
"Lenovo LOQ 15AHP9 Ryzen 7 7435HS AI Integrated RTX 4060 8GB Graphics 15.6"" FHD Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15ahp9/loq-15ahp9-10-228x228.webp,https://www.startech.com.bd/lenovo-loq-15ahp9-ryzen-7-7435hs-rtx-4060-8gb-fhd-gaming-laptop,{},Gaming Laptop,Lenovo,
"Lenovo LOQ 15IRX9 Core i7 14th Gen RTX 4060 8GB Graphics 15.6"" FHD AI Powered Gaming Laptop",Out Of Stock,,,,,Out Of Stock,,,https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/loq-15irx9/loq-15irx9-01-228x228.webp,https://www.startech.com.bd/lenovo-loq-15irx9-core-i7-14th-gen-ai-powered-gaming-laptop,{},Gaming Laptop,Lenovo,
